fecha,sku,producto,unidades_vendidas,nota,is_invalid,raw_value,base_clean_value,cleaned_value,is_imputed,was_anomaly,iso_week,month,year,time_index,imputation_method
2015-09-14,SKU-001,Arroz_500g,716.9,ok,False,716.9,716.9,716.9,False,False,38,9,2015,88,seasonal_median
2015-09-21,SKU-001,Arroz_500g,826.8,ok,False,826.8,826.8,826.8,False,False,39,9,2015,89,seasonal_median
2015-09-28,SKU-001,Arroz_500g,2835.4,outlier_alto,True,2835.4,,1103.0,True,True,40,9,2015,90,seasonal_median
2015-10-05,SKU-001,Arroz_500g,,missing,True,,,1050.95,True,True,41,10,2015,91,seasonal_median
2015-10-12,SKU-001,Arroz_500g,819.9,ok,False,819.9,819.9,819.9,False,False,42,10,2015,92,seasonal_median
2015-10-19,SKU-001,Arroz_500g,810.9,ok,False,810.9,810.9,810.9,False,False,43,10,2015,93,seasonal_median
2015-10-26,SKU-001,Arroz_500g,781.7,ok,False,781.7,781.7,781.7,False,False,44,10,2015,94,seasonal_median
2015-11-02,SKU-001,Arroz_500g,811.9,ok,False,811.9,811.9,811.9,False,False,45,11,2015,95,seasonal_median
2015-11-09,SKU-001,Arroz_500g,830.1,ok,False,830.1,830.1,830.1,False,False,46,11,2015,96,seasonal_median
2015-11-16,SKU-001,Arroz_500g,779.5,ok,False,779.5,779.5,779.5,False,False,47,11,2015,97,seasonal_median
2015-11-23,SKU-001,Arroz_500g,946.6,ok,False,946.6,946.6,946.6,False,False,48,11,2015,98,seasonal_median
2015-11-30,SKU-001,Arroz_500g,849.5,ok,False,849.5,849.5,849.5,False,False,49,11,2015,99,seasonal_median
2015-12-07,SKU-001,Arroz_500g,924.9,ok,False,924.9,924.9,924.9,False,False,50,12,2015,100,seasonal_median
2015-12-14,SKU-001,Arroz_500g,977.8,ok,False,977.8,977.8,977.8,False,False,51,12,2015,101,seasonal_median
2015-12-21,SKU-001,Arroz_500g,148.7,outlier_bajo,True,148.7,,1146.5,True,True,52,12,2015,102,seasonal_median
2015-12-28,SKU-001,Arroz_500g,840.6,ok,False,840.6,840.6,840.6,False,False,53,12,2015,103,seasonal_median
2016-01-04,SKU-001,Arroz_500g,1025.5,ok,False,1025.5,1025.5,1025.5,False,False,1,1,2016,104,seasonal_median
2016-01-11,SKU-001,Arroz_500g,927.0,ok,False,927.0,927.0,927.0,False,False,2,1,2016,105,seasonal_median
2016-01-18,SKU-001,Arroz_500g,1031.4,ok,False,1031.4,1031.4,1031.4,False,False,3,1,2016,106,seasonal_median
2016-01-25,SKU-001,Arroz_500g,890.6,ok,False,890.6,890.6,890.6,False,False,4,1,2016,107,seasonal_median
2016-02-01,SKU-001,Arroz_500g,955.9,ok,False,955.9,955.9,955.9,False,False,5,2,2016,108,seasonal_median
2016-02-08,SKU-001,Arroz_500g,50.2,outlier_bajo,True,50.2,,1214.75,True,True,6,2,2016,109,seasonal_median
2016-02-15,SKU-001,Arroz_500g,1006.5,ok,False,1006.5,1006.5,1006.5,False,False,7,2,2016,110,seasonal_median
2016-02-22,SKU-001,Arroz_500g,1052.0,ok,False,1052.0,1052.0,1052.0,False,False,8,2,2016,111,seasonal_median
2016-02-29,SKU-001,Arroz_500g,1139.3,ok,False,1139.3,1139.3,1139.3,False,False,9,2,2016,112,seasonal_median
2016-03-07,SKU-001,Arroz_500g,1045.0,ok,False,1045.0,1045.0,1045.0,False,False,10,3,2016,113,seasonal_median
2016-03-14,SKU-001,Arroz_500g,1093.3,ok,False,1093.3,1093.3,1093.3,False,False,11,3,2016,114,seasonal_median
2016-03-21,SKU-001,Arroz_500g,1050.2,ok,False,1050.2,1050.2,1050.2,False,False,12,3,2016,115,seasonal_median
2016-03-28,SKU-001,Arroz_500g,9.2,outlier_bajo,True,9.2,,1318.3,True,True,13,3,2016,116,seasonal_median
2016-04-04,SKU-001,Arroz_500g,1158.1,ok,False,1158.1,1158.1,1158.1,False,False,14,4,2016,117,seasonal_median
2016-04-11,SKU-001,Arroz_500g,,missing,True,,,1293.95,True,True,15,4,2016,118,seasonal_median
2016-04-18,SKU-001,Arroz_500g,1120.9,ok,False,1120.9,1120.9,1120.9,False,False,16,4,2016,119,seasonal_median
2016-04-25,SKU-001,Arroz_500g,1141.2,ok,False,1141.2,1141.2,1141.2,False,False,17,4,2016,120,seasonal_median
2016-05-02,SKU-001,Arroz_500g,1033.0,ok,False,1033.0,1033.0,1033.0,False,False,18,5,2016,121,seasonal_median
2016-05-09,SKU-001,Arroz_500g,1018.0,ok,False,1018.0,1018.0,1018.0,False,False,19,5,2016,122,seasonal_median
2016-05-16,SKU-001,Arroz_500g,1127.8,ok,False,1127.8,1127.8,1127.8,False,False,20,5,2016,123,seasonal_median
2016-05-23,SKU-001,Arroz_500g,1137.2,ok,False,1137.2,1137.2,1137.2,False,False,21,5,2016,124,seasonal_median
2016-05-30,SKU-001,Arroz_500g,,missing,True,,,1243.15,True,True,22,5,2016,125,seasonal_median
2016-06-06,SKU-001,Arroz_500g,1015.7,ok,False,1015.7,1015.7,1015.7,False,False,23,6,2016,126,seasonal_median
2016-06-13,SKU-001,Arroz_500g,2947.4,outlier_alto,True,2947.4,,1257.8,True,True,24,6,2016,127,seasonal_median
2016-06-20,SKU-001,Arroz_500g,1136.8,ok,False,1136.8,1136.8,1136.8,False,False,25,6,2016,128,seasonal_median
2016-06-27,SKU-001,Arroz_500g,976.7,ok,False,976.7,976.7,976.7,False,False,26,6,2016,129,seasonal_median
2016-07-04,SKU-001,Arroz_500g,,missing_bloque,True,,,1125.3,True,True,27,7,2016,130,seasonal_median
2016-07-11,SKU-001,Arroz_500g,,missing_bloque,True,,,1095.1,True,True,28,7,2016,131,seasonal_median
2016-07-18,SKU-001,Arroz_500g,,missing_bloque,True,,,1119.3,True,True,29,7,2016,132,seasonal_median
2016-07-25,SKU-001,Arroz_500g,,missing_bloque,True,,,1233.5,True,True,30,7,2016,133,seasonal_median
2016-08-01,SKU-001,Arroz_500g,,missing_bloque,True,,,1164.3,True,True,31,8,2016,134,seasonal_median
2016-08-08,SKU-001,Arroz_500g,,missing_bloque,True,,,1030.35,True,True,32,8,2016,135,seasonal_median
2016-08-15,SKU-001,Arroz_500g,922.9,ok,False,922.9,922.9,922.9,False,False,33,8,2016,136,seasonal_median
2016-08-22,SKU-001,Arroz_500g,976.6,ok,False,976.6,976.6,976.6,False,False,34,8,2016,137,seasonal_median
2016-08-29,SKU-001,Arroz_500g,926.2,ok,False,926.2,926.2,926.2,False,False,35,8,2016,138,seasonal_median
2016-09-05,SKU-001,Arroz_500g,717.0,ok,False,717.0,717.0,717.0,False,False,36,9,2016,139,seasonal_median
2016-09-12,SKU-001,Arroz_500g,1003.1,ok,False,1003.1,1003.1,1003.1,False,False,37,9,2016,140,seasonal_median
2016-09-19,SKU-001,Arroz_500g,826.0,ok,False,826.0,826.0,826.0,False,False,38,9,2016,141,seasonal_median
2016-09-26,SKU-001,Arroz_500g,3341.8,outlier_alto,True,3341.8,,1121.4,True,True,39,9,2016,142,seasonal_median
2016-10-03,SKU-001,Arroz_500g,935.8,ok,False,935.8,935.8,935.8,False,False,40,10,2016,143,seasonal_median
2016-10-10,SKU-001,Arroz_500g,969.5,ok,False,969.5,969.5,969.5,False,False,41,10,2016,144,seasonal_median
2016-10-17,SKU-001,Arroz_500g,862.7,ok,False,862.7,862.7,862.7,False,False,42,10,2016,145,seasonal_median
2016-10-24,SKU-001,Arroz_500g,851.0,ok,False,851.0,851.0,851.0,False,False,43,10,2016,146,seasonal_median
2016-10-31,SKU-001,Arroz_500g,2492.1,outlier_alto,True,2492.1,,1028.2,True,True,44,10,2016,147,seasonal_median
2016-11-07,SKU-001,Arroz_500g,844.0,ok,False,844.0,844.0,844.0,False,False,45,11,2016,148,seasonal_median
2016-11-14,SKU-001,Arroz_500g,840.3,ok,False,840.3,840.3,840.3,False,False,46,11,2016,149,seasonal_median
2016-11-21,SKU-001,Arroz_500g,908.0,ok,False,908.0,908.0,908.0,False,False,47,11,2016,150,seasonal_median
2016-11-28,SKU-001,Arroz_500g,961.1,ok,False,961.1,961.1,961.1,False,False,48,11,2016,151,seasonal_median
2016-12-05,SKU-001,Arroz_500g,1039.5,ok,False,1039.5,1039.5,1039.5,False,False,49,12,2016,152,seasonal_median
2016-12-12,SKU-001,Arroz_500g,963.7,ok,False,963.7,963.7,963.7,False,False,50,12,2016,153,seasonal_median
2016-12-19,SKU-001,Arroz_500g,1060.0,ok,False,1060.0,1060.0,1060.0,False,False,51,12,2016,154,seasonal_median
2016-12-26,SKU-001,Arroz_500g,,missing,True,,,1146.5,True,True,52,12,2016,155,seasonal_median
2017-01-02,SKU-001,Arroz_500g,1025.8,ok,False,1025.8,1025.8,1025.8,False,False,1,1,2017,156,seasonal_median
2017-01-09,SKU-001,Arroz_500g,1001.0,ok,False,1001.0,1001.0,1001.0,False,False,2,1,2017,157,seasonal_median
2017-01-16,SKU-001,Arroz_500g,1072.4,ok,False,1072.4,1072.4,1072.4,False,False,3,1,2017,158,seasonal_median
2017-01-23,SKU-001,Arroz_500g,1027.8,ok,False,1027.8,1027.8,1027.8,False,False,4,1,2017,159,seasonal_median
2017-01-30,SKU-001,Arroz_500g,1048.2,ok,False,1048.2,1048.2,1048.2,False,False,5,1,2017,160,seasonal_median
2017-02-06,SKU-001,Arroz_500g,1204.0,ok,False,1204.0,1204.0,1204.0,False,False,6,2,2017,161,seasonal_median
2017-02-13,SKU-001,Arroz_500g,1178.5,ok,False,1178.5,1178.5,1178.5,False,False,7,2,2017,162,seasonal_median
2017-02-20,SKU-001,Arroz_500g,935.8,ok,False,935.8,935.8,935.8,False,False,8,2,2017,163,seasonal_median
2017-02-27,SKU-001,Arroz_500g,,missing,True,,,1355.3,True,True,9,2,2017,164,seasonal_median
2017-03-06,SKU-001,Arroz_500g,1249.8,ok,False,1249.8,1249.8,1249.8,False,False,10,3,2017,165,seasonal_median
2017-03-13,SKU-001,Arroz_500g,1221.4,ok,False,1221.4,1221.4,1221.4,False,False,11,3,2017,166,seasonal_median
2017-03-20,SKU-001,Arroz_500g,1204.6,ok,False,1204.6,1204.6,1204.6,False,False,12,3,2017,167,seasonal_median
2017-03-27,SKU-001,Arroz_500g,1176.6,ok,False,1176.6,1176.6,1176.6,False,False,13,3,2017,168,seasonal_median
2017-04-03,SKU-001,Arroz_500g,1190.0,ok,False,1190.0,1190.0,1190.0,False,False,14,4,2017,169,seasonal_median
2017-04-10,SKU-001,Arroz_500g,1204.9,ok,False,1204.9,1204.9,1204.9,False,False,15,4,2017,170,seasonal_median
2017-04-17,SKU-001,Arroz_500g,1086.5,ok,False,1086.5,1086.5,1086.5,False,False,16,4,2017,171,seasonal_median
2017-04-24,SKU-001,Arroz_500g,1189.3,ok,False,1189.3,1189.3,1189.3,False,False,17,4,2017,172,seasonal_median
2017-05-01,SKU-001,Arroz_500g,5697.4,outlier_alto,True,5697.4,,1420.1,True,True,18,5,2017,173,seasonal_median
2017-05-08,SKU-001,Arroz_500g,1180.9,ok,False,1180.9,1180.9,1180.9,False,False,19,5,2017,174,seasonal_median
2017-05-15,SKU-001,Arroz_500g,1166.6,ok,False,1166.6,1166.6,1166.6,False,False,20,5,2017,175,seasonal_median
2017-05-22,SKU-001,Arroz_500g,1148.6,ok,False,1148.6,1148.6,1148.6,False,False,21,5,2017,176,seasonal_median
2017-05-29,SKU-001,Arroz_500g,199.8,outlier_bajo,True,199.8,,1243.15,True,True,22,5,2017,177,seasonal_median
2017-06-05,SKU-001,Arroz_500g,1037.1,ok,False,1037.1,1037.1,1037.1,False,False,23,6,2017,178,seasonal_median
2017-06-12,SKU-001,Arroz_500g,1074.9,ok,False,1074.9,1074.9,1074.9,False,False,24,6,2017,179,seasonal_median
2017-06-19,SKU-001,Arroz_500g,27.6,outlier_bajo,True,27.6,,1216.5,True,True,25,6,2017,180,seasonal_median
2017-06-26,SKU-001,Arroz_500g,1043.5,ok,False,1043.5,1043.5,1043.5,False,False,26,6,2017,181,seasonal_median
2017-07-03,SKU-001,Arroz_500g,1077.1,ok,False,1077.1,1077.1,1077.1,False,False,27,7,2017,182,seasonal_median
2017-07-10,SKU-001,Arroz_500g,928.6,ok,False,928.6,928.6,928.6,False,False,28,7,2017,183,seasonal_median
2017-07-17,SKU-001,Arroz_500g,1019.6,ok,False,1019.6,1019.6,1019.6,False,False,29,7,2017,184,seasonal_median
2017-07-24,SKU-001,Arroz_500g,995.1,ok,False,995.1,995.1,995.1,False,False,30,7,2017,185,seasonal_median
2017-07-31,SKU-001,Arroz_500g,939.6,ok,False,939.6,939.6,939.6,False,False,31,7,2017,186,seasonal_median
2017-08-07,SKU-001,Arroz_500g,895.0,ok,False,895.0,895.0,895.0,False,False,32,8,2017,187,seasonal_median
2017-08-14,SKU-001,Arroz_500g,1009.4,ok,False,1009.4,1009.4,1009.4,False,False,33,8,2017,188,seasonal_median
2017-08-21,SKU-001,Arroz_500g,1013.3,ok,False,1013.3,1013.3,1013.3,False,False,34,8,2017,189,seasonal_median
2017-08-28,SKU-001,Arroz_500g,1005.6,ok,False,1005.6,1005.6,1005.6,False,False,35,8,2017,190,seasonal_median
2017-09-04,SKU-001,Arroz_500g,925.6,ok,False,925.6,925.6,925.6,False,False,36,9,2017,191,seasonal_median
2017-09-11,SKU-001,Arroz_500g,-3.9,negativo,True,-3.9,,1014.9,True,True,37,9,2017,192,seasonal_median
2017-09-18,SKU-001,Arroz_500g,999.4,ok,False,999.4,999.4,999.4,False,False,38,9,2017,193,seasonal_median
2017-09-25,SKU-001,Arroz_500g,816.3,ok,False,816.3,816.3,816.3,False,False,39,9,2017,194,seasonal_median
2017-10-02,SKU-001,Arroz_500g,808.9,ok,False,808.9,808.9,808.9,False,False,40,10,2017,195,seasonal_median
2017-10-09,SKU-001,Arroz_500g,910.3,ok,False,910.3,910.3,910.3,False,False,41,10,2017,196,seasonal_median
2017-10-16,SKU-001,Arroz_500g,1035.2,ok,False,1035.2,1035.2,1035.2,False,False,42,10,2017,197,seasonal_median
2017-10-23,SKU-001,Arroz_500g,-41.0,negativo,True,-41.0,,1040.4,True,True,43,10,2017,198,seasonal_median
2017-10-30,SKU-001,Arroz_500g,897.7,ok,False,897.7,897.7,897.7,False,False,44,10,2017,199,seasonal_median
2017-11-06,SKU-001,Arroz_500g,1107.7,ok,False,1107.7,1107.7,1107.7,False,False,45,11,2017,200,seasonal_median
2017-11-13,SKU-001,Arroz_500g,1016.8,ok,False,1016.8,1016.8,1016.8,False,False,46,11,2017,201,seasonal_median
2017-11-20,SKU-001,Arroz_500g,980.2,ok,False,980.2,980.2,980.2,False,False,47,11,2017,202,seasonal_median
2017-11-27,SKU-001,Arroz_500g,1019.3,ok,False,1019.3,1019.3,1019.3,False,False,48,11,2017,203,seasonal_median
2017-12-04,SKU-001,Arroz_500g,1001.3,ok,False,1001.3,1001.3,1001.3,False,False,49,12,2017,204,seasonal_median
2017-12-11,SKU-001,Arroz_500g,2216.5,outlier_alto,True,2216.5,,1085.4,True,True,50,12,2017,205,seasonal_median
2017-12-18,SKU-001,Arroz_500g,1014.9,ok,False,1014.9,1014.9,1014.9,False,False,51,12,2017,206,seasonal_median
2017-12-25,SKU-001,Arroz_500g,979.8,ok,False,979.8,979.8,979.8,False,False,52,12,2017,207,seasonal_median
2018-01-01,SKU-001,Arroz_500g,1242.6,ok,False,1242.6,1242.6,1242.6,False,False,1,1,2018,208,seasonal_median
2018-01-08,SKU-001,Arroz_500g,1107.7,ok,False,1107.7,1107.7,1107.7,False,False,2,1,2018,209,seasonal_median
2018-01-15,SKU-001,Arroz_500g,1213.4,ok,False,1213.4,1213.4,1213.4,False,False,3,1,2018,210,seasonal_median
2018-01-22,SKU-001,Arroz_500g,1203.0,ok,False,1203.0,1203.0,1203.0,False,False,4,1,2018,211,seasonal_median
2018-01-29,SKU-001,Arroz_500g,1149.6,ok,False,1149.6,1149.6,1149.6,False,False,5,1,2018,212,seasonal_median
2018-02-05,SKU-001,Arroz_500g,1225.5,ok,False,1225.5,1225.5,1225.5,False,False,6,2,2018,213,seasonal_median
2018-02-12,SKU-001,Arroz_500g,1277.9,ok,False,1277.9,1277.9,1277.9,False,False,7,2,2018,214,seasonal_median
2018-02-19,SKU-001,Arroz_500g,1204.5,ok,False,1204.5,1204.5,1204.5,False,False,8,2,2018,215,seasonal_median
2018-02-26,SKU-001,Arroz_500g,1293.8,ok,False,1293.8,1293.8,1293.8,False,False,9,2,2018,216,seasonal_median
2018-03-05,SKU-001,Arroz_500g,1210.8,ok,False,1210.8,1210.8,1210.8,False,False,10,3,2018,217,seasonal_median
2018-03-12,SKU-001,Arroz_500g,1235.3,ok,False,1235.3,1235.3,1235.3,False,False,11,3,2018,218,seasonal_median
