fecha,sku,producto,nota,raw_value,base_clean_value,cleaned_value,is_imputed,was_anomaly,iso_week,month,year,time_index
2014-12-01,SKU-001,Arroz_500g,ok,927.5,927.5,927.5,False,False,49,12,2014,47
2014-12-08,SKU-001,Arroz_500g,ok,743.3,743.3,743.3,False,False,50,12,2014,48
2014-12-15,SKU-001,Arroz_500g,ok,866.5,866.5,866.5,False,False,51,12,2014,49
2014-12-22,SKU-001,Arroz_500g,ok,869.1,869.1,869.1,False,False,52,12,2014,50
2014-12-29,SKU-001,Arroz_500g,ok,873.1,873.1,873.1,False,False,1,12,2014,51
2015-01-05,SKU-001,Arroz_500g,ok,807.5,807.5,807.5,False,False,2,1,2015,52
2015-01-12,SKU-001,Arroz_500g,outlier_alto,2573.4,,1247.0,True,True,3,1,2015,53
2015-01-19,SKU-001,Arroz_500g,ok,1030.4,1030.4,1030.4,False,False,4,1,2015,54
2015-01-26,SKU-001,Arroz_500g,ok,987.5,987.5,987.5,False,False,5,1,2015,55
2015-02-02,SKU-001,Arroz_500g,ok,1029.1,1029.1,1029.1,False,False,6,2,2015,56
2015-02-09,SKU-001,Arroz_500g,ok,970.6,970.6,970.6,False,False,7,2,2015,57
2015-02-16,SKU-001,Arroz_500g,ok,1024.5,1024.5,1024.5,False,False,8,2,2015,58
2015-02-23,SKU-001,Arroz_500g,negativo,-6.1,,1355.3,True,True,9,2,2015,59
2015-03-02,SKU-001,Arroz_500g,ok,1031.4,1031.4,1031.4,False,False,10,3,2015,60
2015-03-09,SKU-001,Arroz_500g,ok,1005.5,1005.5,1005.5,False,False,11,3,2015,61
2015-03-16,SKU-001,Arroz_500g,missing,,,1372.2,True,True,12,3,2015,62
2015-03-23,SKU-001,Arroz_500g,ok,1036.4,1036.4,1036.4,False,False,13,3,2015,63
2015-03-30,SKU-001,Arroz_500g,ok,1050.1,1050.1,1050.1,False,False,14,3,2015,64
2015-04-06,SKU-001,Arroz_500g,ok,1118.0,1118.0,1118.0,False,False,15,4,2015,65
2015-04-13,SKU-001,Arroz_500g,missing,,,1340.4,True,True,16,4,2015,66
2015-04-20,SKU-001,Arroz_500g,ok,1085.8,1085.8,1085.8,False,False,17,4,2015,67
2015-04-27,SKU-001,Arroz_500g,missing,,,1420.1,True,True,18,4,2015,68
2015-05-04,SKU-001,Arroz_500g,ok,1160.9,1160.9,1160.9,False,False,19,5,2015,69
2015-05-11,SKU-001,Arroz_500g,ok,1085.9,1085.9,1085.9,False,False,20,5,2015,70
2015-05-18,SKU-001,Arroz_500g,ok,957.6,957.6,957.6,False,False,21,5,2015,71
2015-05-25,SKU-001,Arroz_500g,ok,1017.0,1017.0,1017.0,False,False,22,5,2015,72
2015-06-01,SKU-001,Arroz_500g,ok,1146.2,1146.2,1146.2,False,False,23,6,2015,73
2015-06-08,SKU-001,Arroz_500g,ok,910.4,910.4,910.4,False,False,24,6,2015,74
2015-06-15,SKU-001,Arroz_500g,ok,1030.3,1030.3,1030.3,False,False,25,6,2015,75
2015-06-22,SKU-001,Arroz_500g,ok,1002.7,1002.7,1002.7,False,False,26,6,2015,76
2015-06-29,SKU-001,Arroz_500g,ok,1002.6,1002.6,1002.6,False,False,27,6,2015,77
2015-07-06,SKU-001,Arroz_500g,ok,876.5,876.5,876.5,False,False,28,7,2015,78
2015-07-13,SKU-001,Arroz_500g,ok,987.8,987.8,987.8,False,False,29,7,2015,79
2015-07-20,SKU-001,Arroz_500g,ok,959.7,959.7,959.7,False,False,30,7,2015,80
2015-07-27,SKU-001,Arroz_500g,missing,,,1164.3,True,True,31,7,2015,81
2015-08-03,SKU-001,Arroz_500g,ok,980.8,980.8,980.8,False,False,32,8,2015,82
2015-08-10,SKU-001,Arroz_500g,ok,902.8,902.8,902.8,False,False,33,8,2015,83
2015-08-17,SKU-001,Arroz_500g,ok,911.7,911.7,911.7,False,False,34,8,2015,84
2015-08-24,SKU-001,Arroz_500g,ok,754.9,754.9,754.9,False,False,35,8,2015,85
2015-08-31,SKU-001,Arroz_500g,ok,854.8,854.8,854.8,False,False,36,8,2015,86
2015-09-07,SKU-001,Arroz_500g,ok,778.6,778.6,778.6,False,False,37,9,2015,87
2015-09-14,SKU-001,Arroz_500g,ok,716.9,716.9,716.9,False,False,38,9,2015,88
2015-09-21,SKU-001,Arroz_500g,ok,826.8,826.8,826.8,False,False,39,9,2015,89
2015-09-28,SKU-001,Arroz_500g,outlier_alto,2835.4,,1103.0,True,True,40,9,2015,90
2015-10-05,SKU-001,Arroz_500g,missing,,,1050.95,True,True,41,10,2015,91
2015-10-12,SKU-001,Arroz_500g,ok,819.9,819.9,819.9,False,False,42,10,2015,92
2015-10-19,SKU-001,Arroz_500g,ok,810.9,810.9,810.9,False,False,43,10,2015,93
2015-10-26,SKU-001,Arroz_500g,ok,781.7,781.7,781.7,False,False,44,10,2015,94
2015-11-02,SKU-001,Arroz_500g,ok,811.9,811.9,811.9,False,False,45,11,2015,95
2015-11-09,SKU-001,Arroz_500g,ok,830.1,830.1,830.1,False,False,46,11,2015,96
2015-11-16,SKU-001,Arroz_500g,ok,779.5,779.5,779.5,False,False,47,11,2015,97
2015-11-23,SKU-001,Arroz_500g,ok,946.6,946.6,946.6,False,False,48,11,2015,98
2015-11-30,SKU-001,Arroz_500g,ok,849.5,849.5,849.5,False,False,49,11,2015,99
2015-12-07,SKU-001,Arroz_500g,ok,924.9,924.9,924.9,False,False,50,12,2015,100
2015-12-14,SKU-001,Arroz_500g,ok,977.8,977.8,977.8,False,False,51,12,2015,101
2015-12-21,SKU-001,Arroz_500g,outlier_bajo,148.7,,1146.5,True,True,52,12,2015,102
2015-12-28,SKU-001,Arroz_500g,ok,840.6,840.6,840.6,False,False,53,12,2015,103
2016-01-04,SKU-001,Arroz_500g,ok,1025.5,1025.5,1025.5,False,False,1,1,2016,104
2016-01-11,SKU-001,Arroz_500g,ok,927.0,927.0,927.0,False,False,2,1,2016,105
2016-01-18,SKU-001,Arroz_500g,ok,1031.4,1031.4,1031.4,False,False,3,1,2016,106
2016-01-25,SKU-001,Arroz_500g,ok,890.6,890.6,890.6,False,False,4,1,2016,107
2016-02-01,SKU-001,Arroz_500g,ok,955.9,955.9,955.9,False,False,5,2,2016,108
2016-02-08,SKU-001,Arroz_500g,outlier_bajo,50.2,,1214.75,True,True,6,2,2016,109
2016-02-15,SKU-001,Arroz_500g,ok,1006.5,1006.5,1006.5,False,False,7,2,2016,110
2016-02-22,SKU-001,Arroz_500g,ok,1052.0,1052.0,1052.0,False,False,8,2,2016,111
2016-02-29,SKU-001,Arroz_500g,ok,1139.3,1139.3,1139.3,False,False,9,2,2016,112
2016-03-07,SKU-001,Arroz_500g,ok,1045.0,1045.0,1045.0,False,False,10,3,2016,113
2016-03-14,SKU-001,Arroz_500g,ok,1093.3,1093.3,1093.3,False,False,11,3,2016,114
2016-03-21,SKU-001,Arroz_500g,ok,1050.2,1050.2,1050.2,False,False,12,3,2016,115
2016-03-28,SKU-001,Arroz_500g,outlier_bajo,9.2,,1318.3,True,True,13,3,2016,116
2016-04-04,SKU-001,Arroz_500g,ok,1158.1,1158.1,1158.1,False,False,14,4,2016,117
2016-04-11,SKU-001,Arroz_500g,missing,,,1293.95,True,True,15,4,2016,118
2016-04-18,SKU-001,Arroz_500g,ok,1120.9,1120.9,1120.9,False,False,16,4,2016,119
2016-04-25,SKU-001,Arroz_500g,ok,1141.2,1141.2,1141.2,False,False,17,4,2016,120
2016-05-02,SKU-001,Arroz_500g,ok,1033.0,1033.0,1033.0,False,False,18,5,2016,121
2016-05-09,SKU-001,Arroz_500g,ok,1018.0,1018.0,1018.0,False,False,19,5,2016,122
2016-05-16,SKU-001,Arroz_500g,ok,1127.8,1127.8,1127.8,False,False,20,5,2016,123
2016-05-23,SKU-001,Arroz_500g,ok,1137.2,1137.2,1137.2,False,False,21,5,2016,124
2016-05-30,SKU-001,Arroz_500g,missing,,,1243.15,True,True,22,5,2016,125
2016-06-06,SKU-001,Arroz_500g,ok,1015.7,1015.7,1015.7,False,False,23,6,2016,126
2016-06-13,SKU-001,Arroz_500g,outlier_alto,2947.4,,1257.8,True,True,24,6,2016,127
2016-06-20,SKU-001,Arroz_500g,ok,1136.8,1136.8,1136.8,False,False,25,6,2016,128
2016-06-27,SKU-001,Arroz_500g,ok,976.7,976.7,976.7,False,False,26,6,2016,129
2016-07-04,SKU-001,Arroz_500g,missing_bloque,,,1125.3,True,True,27,7,2016,130
2016-07-11,SKU-001,Arroz_500g,missing_bloque,,,1095.1,True,True,28,7,2016,131
2016-07-18,SKU-001,Arroz_500g,missing_bloque,,,1119.3,True,True,29,7,2016,132
2016-07-25,SKU-001,Arroz_500g,missing_bloque,,,1233.5,True,True,30,7,2016,133
2016-08-01,SKU-001,Arroz_500g,missing_bloque,,,1164.3,True,True,31,8,2016,134
2016-08-08,SKU-001,Arroz_500g,missing_bloque,,,1030.35,True,True,32,8,2016,135
2016-08-15,SKU-001,Arroz_500g,ok,922.9,922.9,922.9,False,False,33,8,2016,136
2016-08-22,SKU-001,Arroz_500g,ok,976.6,976.6,976.6,False,False,34,8,2016,137
2016-08-29,SKU-001,Arroz_500g,ok,926.2,926.2,926.2,False,False,35,8,2016,138
2016-09-05,SKU-001,Arroz_500g,ok,717.0,717.0,717.0,False,False,36,9,2016,139
2016-09-12,SKU-001,Arroz_500g,ok,1003.1,1003.1,1003.1,False,False,37,9,2016,140
2016-09-19,SKU-001,Arroz_500g,ok,826.0,826.0,826.0,False,False,38,9,2016,141
2016-09-26,SKU-001,Arroz_500g,outlier_alto,3341.8,,1121.4,True,True,39,9,2016,142
2016-10-03,SKU-001,Arroz_500g,ok,935.8,935.8,935.8,False,False,40,10,2016,143
2016-10-10,SKU-001,Arroz_500g,ok,969.5,969.5,969.5,False,False,41,10,2016,144
2016-10-17,SKU-001,Arroz_500g,ok,862.7,862.7,862.7,False,False,42,10,2016,145
2016-10-24,SKU-001,Arroz_500g,ok,851.0,851.0,851.0,False,False,43,10,2016,146
2016-10-31,SKU-001,Arroz_500g,outlier_alto,2492.1,,1028.2,True,True,44,10,2016,147
2016-11-07,SKU-001,Arroz_500g,ok,844.0,844.0,844.0,False,False,45,11,2016,148
2016-11-14,SKU-001,Arroz_500g,ok,840.3,840.3,840.3,False,False,46,11,2016,149
2016-11-21,SKU-001,Arroz_500g,ok,908.0,908.0,908.0,False,False,47,11,2016,150
2016-11-28,SKU-001,Arroz_500g,ok,961.1,961.1,961.1,False,False,48,11,2016,151
2016-12-05,SKU-001,Arroz_500g,ok,1039.5,1039.5,1039.5,False,False,49,12,2016,152
2016-12-12,SKU-001,Arroz_500g,ok,963.7,963.7,963.7,False,False,50,12,2016,153
2016-12-19,SKU-001,Arroz_500g,ok,1060.0,1060.0,1060.0,False,False,51,12,2016,154
2016-12-26,SKU-001,Arroz_500g,missing,,,1146.5,True,True,52,12,2016,155
2017-01-02,SKU-001,Arroz_500g,ok,1025.8,1025.8,1025.8,False,False,1,1,2017,156
2017-01-09,SKU-001,Arroz_500g,ok,1001.0,1001.0,1001.0,False,False,2,1,2017,157
2017-01-16,SKU-001,Arroz_500g,ok,1072.4,1072.4,1072.4,False,False,3,1,2017,158
2017-01-23,SKU-001,Arroz_500g,ok,1027.8,1027.8,1027.8,False,False,4,1,2017,159
2017-01-30,SKU-001,Arroz_500g,ok,1048.2,1048.2,1048.2,False,False,5,1,2017,160
2017-02-06,SKU-001,Arroz_500g,ok,1204.0,1204.0,1204.0,False,False,6,2,2017,161
2017-02-13,SKU-001,Arroz_500g,ok,1178.5,1178.5,1178.5,False,False,7,2,2017,162
2017-02-20,SKU-001,Arroz_500g,ok,935.8,935.8,935.8,False,False,8,2,2017,163
2017-02-27,SKU-001,Arroz_500g,missing,,,1355.3,True,True,9,2,2017,164
2017-03-06,SKU-001,Arroz_500g,ok,1249.8,1249.8,1249.8,False,False,10,3,2017,165
2017-03-13,SKU-001,Arroz_500g,ok,1221.4,1221.4,1221.4,False,False,11,3,2017,166
2017-03-20,SKU-001,Arroz_500g,ok,1204.6,1204.6,1204.6,False,False,12,3,2017,167
2017-03-27,SKU-001,Arroz_500g,ok,1176.6,1176.6,1176.6,False,False,13,3,2017,168
2017-04-03,SKU-001,Arroz_500g,ok,1190.0,1190.0,1190.0,False,False,14,4,2017,169
2017-04-10,SKU-001,Arroz_500g,ok,1204.9,1204.9,1204.9,False,False,15,4,2017,170
2017-04-17,SKU-001,Arroz_500g,ok,1086.5,1086.5,1086.5,False,False,16,4,2017,171
2017-04-24,SKU-001,Arroz_500g,ok,1189.3,1189.3,1189.3,False,False,17,4,2017,172
2017-05-01,SKU-001,Arroz_500g,outlier_alto,5697.4,,1420.1,True,True,18,5,2017,173
2017-05-08,SKU-001,Arroz_500g,ok,1180.9,1180.9,1180.9,False,False,19,5,2017,174
2017-05-15,SKU-001,Arroz_500g,ok,1166.6,1166.6,1166.6,False,False,20,5,2017,175
2017-05-22,SKU-001,Arroz_500g,ok,1148.6,1148.6,1148.6,False,False,21,5,2017,176
2017-05-29,SKU-001,Arroz_500g,outlier_bajo,199.8,,1243.15,True,True,22,5,2017,177
2017-06-05,SKU-001,Arroz_500g,ok,1037.1,1037.1,1037.1,False,False,23,6,2017,178
2017-06-12,SKU-001,Arroz_500g,ok,1074.9,1074.9,1074.9,False,False,24,6,2017,179
2017-06-19,SKU-001,Arroz_500g,outlier_bajo,27.6,,1216.5,True,True,25,6,2017,180
2017-06-26,SKU-001,Arroz_500g,ok,1043.5,1043.5,1043.5,False,False,26,6,2017,181
2017-07-03,SKU-001,Arroz_500g,ok,1077.1,1077.1,1077.1,False,False,27,7,2017,182
2017-07-10,SKU-001,Arroz_500g,ok,928.6,928.6,928.6,False,False,28,7,2017,183
2017-07-17,SKU-001,Arroz_500g,ok,1019.6,1019.6,1019.6,False,False,29,7,2017,184
2017-07-24,SKU-001,Arroz_500g,ok,995.1,995.1,995.1,False,False,30,7,2017,185
2017-07-31,SKU-001,Arroz_500g,ok,939.6,939.6,939.6,False,False,31,7,2017,186
2017-08-07,SKU-001,Arroz_500g,ok,895.0,895.0,895.0,False,False,32,8,2017,187
2017-08-14,SKU-001,Arroz_500g,ok,1009.4,1009.4,1009.4,False,False,33,8,2017,188
2017-08-21,SKU-001,Arroz_500g,ok,1013.3,1013.3,1013.3,False,False,34,8,2017,189
2017-08-28,SKU-001,Arroz_500g,ok,1005.6,1005.6,1005.6,False,False,35,8,2017,190
2017-09-04,SKU-001,Arroz_500g,ok,925.6,925.6,925.6,False,False,36,9,2017,191
2017-09-11,SKU-001,Arroz_500g,negativo,-3.9,,1014.9,True,True,37,9,2017,192
2017-09-18,SKU-001,Arroz_500g,ok,999.4,999.4,999.4,False,False,38,9,2017,193
2017-09-25,SKU-001,Arroz_500g,ok,816.3,816.3,816.3,False,False,39,9,2017,194
2017-10-02,SKU-001,Arroz_500g,ok,808.9,808.9,808.9,False,False,40,10,2017,195
2017-10-09,SKU-001,Arroz_500g,ok,910.3,910.3,910.3,False,False,41,10,2017,196
2017-10-16,SKU-001,Arroz_500g,ok,1035.2,1035.2,1035.2,False,False,42,10,2017,197
2017-10-23,SKU-001,Arroz_500g,negativo,-41.0,,1040.4,True,True,43,10,2017,198
2017-10-30,SKU-001,Arroz_500g,ok,897.7,897.7,897.7,False,False,44,10,2017,199
2017-11-06,SKU-001,Arroz_500g,ok,1107.7,1107.7,1107.7,False,False,45,11,2017,200
2017-11-13,SKU-001,Arroz_500g,ok,1016.8,1016.8,1016.8,False,False,46,11,2017,201
2017-11-20,SKU-001,Arroz_500g,ok,980.2,980.2,980.2,False,False,47,11,2017,202
2017-11-27,SKU-001,Arroz_500g,ok,1019.3,1019.3,1019.3,False,False,48,11,2017,203
2017-12-04,SKU-001,Arroz_500g,ok,1001.3,1001.3,1001.3,False,False,49,12,2017,204
2017-12-11,SKU-001,Arroz_500g,outlier_alto,2216.5,,1085.4,True,True,50,12,2017,205
2017-12-18,SKU-001,Arroz_500g,ok,1014.9,1014.9,1014.9,False,False,51,12,2017,206
2017-12-25,SKU-001,Arroz_500g,ok,979.8,979.8,979.8,False,False,52,12,2017,207
2018-01-01,SKU-001,Arroz_500g,ok,1242.6,1242.6,1242.6,False,False,1,1,2018,208
2018-01-08,SKU-001,Arroz_500g,ok,1107.7,1107.7,1107.7,False,False,2,1,2018,209
2018-01-15,SKU-001,Arroz_500g,ok,1213.4,1213.4,1213.4,False,False,3,1,2018,210
2018-01-22,SKU-001,Arroz_500g,ok,1203.0,1203.0,1203.0,False,False,4,1,2018,211
2018-01-29,SKU-001,Arroz_500g,ok,1149.6,1149.6,1149.6,False,False,5,1,2018,212
2018-02-05,SKU-001,Arroz_500g,ok,1225.5,1225.5,1225.5,False,False,6,2,2018,213
2018-02-12,SKU-001,Arroz_500g,ok,1277.9,1277.9,1277.9,False,False,7,2,2018,214
2018-02-19,SKU-001,Arroz_500g,ok,1204.5,1204.5,1204.5,False,False,8,2,2018,215
2018-02-26,SKU-001,Arroz_500g,ok,1293.8,1293.8,1293.8,False,False,9,2,2018,216
2018-03-05,SKU-001,Arroz_500g,ok,1210.8,1210.8,1210.8,False,False,10,3,2018,217
2018-03-12,SKU-001,Arroz_500g,ok,1235.3,1235.3,1235.3,False,False,11,3,2018,218
2018-03-19,SKU-001,Arroz_500g,ok,1260.6,1260.6,1260.6,False,False,12,3,2018,219
2018-03-26,SKU-001,Arroz_500g,ok,1322.6,1322.6,1322.6,False,False,13,3,2018,220
2018-04-02,SKU-001,Arroz_500g,ok,1210.1,1210.1,1210.1,False,False,14,4,2018,221
2018-04-09,SKU-001,Arroz_500g,ok,1274.3,1274.3,1274.3,False,False,15,4,2018,222
2018-04-16,SKU-001,Arroz_500g,ok,1164.9,1164.9,1164.9,False,False,16,4,2018,223
2018-04-23,SKU-001,Arroz_500g,missing,,,1165.25,True,True,17,4,2018,224
2018-04-30,SKU-001,Arroz_500g,missing,,,1420.1,True,True,18,4,2018,225
2018-05-07,SKU-001,Arroz_500g,ok,1284.5,1284.5,1284.5,False,False,19,5,2018,226
2018-05-14,SKU-001,Arroz_500g,ok,1178.3,1178.3,1178.3,False,False,20,5,2018,227
2018-05-21,SKU-001,Arroz_500g,ok,1145.7,1145.7,1145.7,False,False,21,5,2018,228
2018-05-28,SKU-001,Arroz_500g,ok,1203.6,1203.6,1203.6,False,False,22,5,2018,229
2018-06-04,SKU-001,Arroz_500g,ok,1170.5,1170.5,1170.5,False,False,23,6,2018,230
2018-06-11,SKU-001,Arroz_500g,ok,1195.8,1195.8,1195.8,False,False,24,6,2018,231
2018-06-18,SKU-001,Arroz_500g,ok,1246.9,1246.9,1246.9,False,False,25,6,2018,232
2018-06-25,SKU-001,Arroz_500g,outlier_alto,2599.6,,1312.4,True,True,26,6,2018,233
2018-07-02,SKU-001,Arroz_500g,ok,1125.3,1125.3,1125.3,False,False,27,7,2018,234
2018-07-09,SKU-001,Arroz_500g,ok,1187.7,1187.7,1187.7,False,False,28,7,2018,235
2018-07-16,SKU-001,Arroz_500g,ok,1119.3,1119.3,1119.3,False,False,29,7,2018,236
2018-07-23,SKU-001,Arroz_500g,ok,1113.4,1113.4,1113.4,False,False,30,7,2018,237
2018-07-30,SKU-001,Arroz_500g,ok,1019.1,1019.1,1019.1,False,False,31,7,2018,238
2018-08-06,SKU-001,Arroz_500g,ok,1023.6,1023.6,1023.6,False,False,32,8,2018,239
2018-08-13,SKU-001,Arroz_500g,ok,1027.0,1027.0,1027.0,False,False,33,8,2018,240
2018-08-20,SKU-001,Arroz_500g,ok,1069.5,1069.5,1069.5,False,False,34,8,2018,241
2018-08-27,SKU-001,Arroz_500g,ok,946.6,946.6,946.6,False,False,35,8,2018,242
2018-09-03,SKU-001,Arroz_500g,ok,1045.0,1045.0,1045.0,False,False,36,9,2018,243
2018-09-10,SKU-001,Arroz_500g,ok,1026.7,1026.7,1026.7,False,False,37,9,2018,244
2018-09-17,SKU-001,Arroz_500g,ok,963.7,963.7,963.7,False,False,38,9,2018,245
2018-09-24,SKU-001,Arroz_500g,ok,1025.2,1025.2,1025.2,False,False,39,9,2018,246
2018-10-01,SKU-001,Arroz_500g,ok,1083.8,1083.8,1083.8,False,False,40,10,2018,247
2018-10-08,SKU-001,Arroz_500g,ok,1031.8,1031.8,1031.8,False,False,41,10,2018,248
2018-10-15,SKU-001,Arroz_500g,ok,1183.4,1183.4,1183.4,False,False,42,10,2018,249
2018-10-22,SKU-001,Arroz_500g,ok,1009.2,1009.2,1009.2,False,False,43,10,2018,250
2018-10-29,SKU-001,Arroz_500g,ok,1028.2,1028.2,1028.2,False,False,44,10,2018,251
2018-11-05,SKU-001,Arroz_500g,ok,1011.8,1011.8,1011.8,False,False,45,11,2018,252
2018-11-12,SKU-001,Arroz_500g,ok,1042.3,1042.3,1042.3,False,False,46,11,2018,253
2018-11-19,SKU-001,Arroz_500g,ok,1082.0,1082.0,1082.0,False,False,47,11,2018,254
2018-11-26,SKU-001,Arroz_500g,ok,1056.0,1056.0,1056.0,False,False,48,11,2018,255
2018-12-03,SKU-001,Arroz_500g,ok,1079.4,1079.4,1079.4,False,False,49,12,2018,256
2018-12-10,SKU-001,Arroz_500g,ok,993.9,993.9,993.9,False,False,50,12,2018,257
2018-12-17,SKU-001,Arroz_500g,ok,1111.9,1111.9,1111.9,False,False,51,12,2018,258
2018-12-24,SKU-001,Arroz_500g,ok,1178.8,1178.8,1178.8,False,False,52,12,2018,259
2018-12-31,SKU-001,Arroz_500g,ok,1227.0,1227.0,1227.0,False,False,1,12,2018,260
2019-01-07,SKU-001,Arroz_500g,ok,1248.7,1248.7,1248.7,False,False,2,1,2019,261
2019-01-14,SKU-001,Arroz_500g,ok,1280.6,1280.6,1280.6,False,False,3,1,2019,262
2019-01-21,SKU-001,Arroz_500g,ok,1218.5,1218.5,1218.5,False,False,4,1,2019,263
2019-01-28,SKU-001,Arroz_500g,ok,1115.5,1115.5,1115.5,False,False,5,1,2019,264
2019-02-04,SKU-001,Arroz_500g,outlier_alto,4832.1,,1214.75,True,True,6,2,2019,265
2019-02-11,SKU-001,Arroz_500g,ok,1303.0,1303.0,1303.0,False,False,7,2,2019,266
2019-02-18,SKU-001,Arroz_500g,ok,1255.9,1255.9,1255.9,False,False,8,2,2019,267
2019-02-25,SKU-001,Arroz_500g,ok,1355.3,1355.3,1355.3,False,False,9,2,2019,268
2019-03-04,SKU-001,Arroz_500g,ok,1405.2,1405.2,1405.2,False,False,10,3,2019,269
2019-03-11,SKU-001,Arroz_500g,ok,1206.7,1206.7,1206.7,False,False,11,3,2019,270
2019-03-18,SKU-001,Arroz_500g,ok,1310.0,1310.0,1310.0,False,False,12,3,2019,271
2019-03-25,SKU-001,Arroz_500g,ok,1318.3,1318.3,1318.3,False,False,13,3,2019,272
2019-04-01,SKU-001,Arroz_500g,ok,1303.9,1303.9,1303.9,False,False,14,4,2019,273
2019-04-08,SKU-001,Arroz_500g,ok,1225.8,1225.8,1225.8,False,False,15,4,2019,274
2019-04-15,SKU-001,Arroz_500g,ok,1367.0,1367.0,1367.0,False,False,16,4,2019,275
